"region","group","ADM0_A3","ave_distance","tcost"
"EUR","North Europe","IMN",7590.56722536723,0.110658952988904
"EUR","North Europe","IOT",7590.56722536723,0.110658952988904
"EUR","North Europe","SGS",7590.56722536723,0.110658952988904
"EUR","North Europe","FLK",13755,0.136361430651535
"EUR","South Europe","CNM",4873.64488649211,0.100927400546175
"EUR","South Europe","CYN",4873.64488649211,0.100927400546175
"EUR","South Europe","CYP",4556.84615384615,0.0998498996525514
"EUR","South Europe","GRC",5017.77777777778,0.101421468607343
"EUR","South Europe","SMR",4873.64488649211,0.100927400546175
"EUR","South Europe","VAT",4873.64488649211,0.100927400546175
"EUR","South Europe","ITA",5232.35802469136,0.102161504942992
"EUR","South Europe","MLT",2924,0.0944760069836931
"EUR","South Europe","PRT",5408.42307692308,0.102772742704538
"EUR","South Europe","AND",4873.64488649211,0.100927400546175
"EUR","South Europe","ESP",6102.46428571429,0.105218048153851
"EUR","Former USSR","ARM",6949.56346153846,0.108281601011847
"EUR","Former USSR","AZE",6949.56346153846,0.108281601011847
"EUR","Former USSR","BLR",11441.1666666667,0.126079718842977
"EUR","Former USSR","GEO",6825.4,0.107827043255318
"EUR","Former USSR","KAZ",5793.8,0.104123432942083
"EUR","Former USSR","KAB",6949.56346153846,0.108281601011847
"EUR","Former USSR","KGZ",7176.5,0.109117364747891
"EUR","Former USSR","MDA",3268.66666666667,0.0955857254043541
"EUR","Former USSR","RUS",5376.16666666667,0.102660486476177
"EUR","Former USSR","TJK",6949.56346153846,0.108281601011847
"EUR","Former USSR","TKM",6949.56346153846,0.108281601011847
"EUR","Former USSR","UKR",7409.80769230769,0.109983317685293
"EUR","Former USSR",NA,6949.56346153846,0.108281601011847
"EUR","Former USSR","UZB",8305,0.113370196075926
"EUR","Balkans","ALB",1397,0.0897124821828821
"EUR","Balkans","BIH",7560.5,0.110546281903372
"EUR","Balkans","HRV",2986.58333333333,0.0946765439744776
"EUR","Balkans","MKD",977.5,0.0884464173706559
"EUR","Balkans","MNE",6835,0.107862120326036
"EUR","Balkans","KOS",4166.91094771242,0.0985394262946156
"EUR","Balkans","SRB",5244.88235294118,0.10220486477872
"EUR","Rest of Europe",NA,3851.00673400673,0.0974903740116569
"EUR","Rest of Europe","ISL",1568.33333333333,0.0902347696758658
"EUR","Rest of Europe","NOR",6720.90909090909,0.107445984945475
"EUR","Rest of Europe","CHE",3263.77777777778,0.0955698939432507
"OCE","Pacific islands",NA,2367.33333333333,0.0927108575584826
"OCE","ANZ","AUS",12513.2903225806,0.13074368608717
"OCE","ANZ","HMD",12665.6614656381,0.131420390026463
"OCE","ANZ","IOA",12665.6614656381,0.131420390026463
"OCE","ANZ","NFK",12665.6614656381,0.131420390026463
"OCE","ANZ","CSI",12665.6614656381,0.131420390026463
"OCE","ANZ","ATC",12665.6614656381,0.131420390026463
"OCE","ANZ","NZL",12818.0326086957,0.132100596453984
"OCE","ANZ","COK",12665.6614656381,0.131420390026463
"OCE","ANZ","NIU",12665.6614656381,0.131420390026463
"OCE","Pacific islands","FJI",1961.5,0.0914448108545677
"OCE","Pacific islands","KIR",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","PNG",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","WSM",574,0.0872455022143284
"OCE","Pacific islands","SLB",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","MHL",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","NRU",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","TUV",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","TON",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","FSM",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","PLW",2367.33333333333,0.0927108575584826
"OCE","Pacific islands","VUT",4566.5,0.0998825639100995
"NAM","Canada","CAN",8233.54,0.113096044949847
"NAM","Canada",NA,8233.54,0.113096044949847
"NAM","United States","USA",9217.34146341463,0.116929290975461
"NAM","United States","UMI",9217.34146341463,0.116929290975461
"NAM","United States","VIR",9217.34146341463,0.116929290975461
"NAM","United States","PRI",9217.34146341463,0.116929290975461
"NAM","United States","ASM",9217.34146341463,0.116929290975461
"NAM","United States","GUM",9217.34146341463,0.116929290975461
"NAM","United States","MNP",9217.34146341463,0.116929290975461
"LAM","Rest of Centr. America","PAN",7379.08333333333,0.109868888348205
"LAM","Rest of Centr. America","TTO",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","VCT",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","LCA",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","KNA",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","ATG",4384,0.0992668707544039
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Brazil","BRA",11266.3300970874,0.125335080135938
"LAM","Mexico","MEX",10309.75,0.121338126864167
"LAM","Rest of Centr. America","BHS",6828,0.107836542168791
"LAM","Rest of Centr. America","BRB",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","BLZ",19619,0.166332034231904
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","CRI",4455.33333333333,0.0995070721478937
"LAM","Rest of Centr. America","USG",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","CUB",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","DMA",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","DOM",4113.44444444444,0.0983610848543668
"LAM","Rest of Centr. America","SLV",2907,0.0944216069530489
"LAM","Rest of Centr. America","GRD",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","GTM",1353,0.0895788424389817
"LAM","Rest of Centr. America","HTI",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","HND",10437.5,0.121864449641596
"LAM","Rest of Centr. America","JAM",6948.2503968254,0.108276783920333
"LAM","Rest of Centr. America","NIC",8006.14285714286,0.112228055862947
"LAM","Rest of Centr. America",NA,6948.2503968254,0.108276783920333
"LAM","Rest of South America","ARG",12907.609375,0.132502121935453
"LAM","Rest of South America","BOL",12260.6666666667,0.129629414025801
"LAM","Rest of South America","CHL",11646.6956521739,0.126960737384335
"LAM","Rest of South America","COL",12631.5384615385,0.131268540743481
"LAM","Rest of South America","ECU",17198,0.15323314127165
"LAM","Rest of South America","GUY",11375.9008229938,0.125801231881869
"LAM","Rest of South America","PRY",12068,0.128785987610544
"LAM","Rest of South America","PER",11375.9008229938,0.125801231881869
"LAM","Rest of South America","SUR",403,0.0867414965063005
"LAM","Rest of South America","URY",11891.6964285714,0.128019002311776
"LAM","Rest of South America","VEN",11375.9008229938,0.125801231881869
"EAS","China","CHN",12539.4117647059,0.130859447502064
"EAS","China","HKG",7001.75,0.108473225460083
"EAS","China","MAC",46,0.0856986388372273
"EAS","Japan","JPN",10776.8965517241,0.123273860427627
"EAS","China","TWN",6529.05392156863,0.106749828709999
"EAS","South Korea","KOR",9487.66666666667,0.118005146481629
"SEA","Insular SEA","BRN",5571.04166666667,0.103340547230706
"SEA","Insular SEA","IDN",9594.33333333333,0.118432383058399
"SEA","Insular SEA","SGP",4457.375,0.0995139556201385
"SEA","Insular SEA","MYS",3948.5,0.097812931836534
"SEA","Insular SEA","MMR",5520,0.103161991457506
"SEA","Insular SEA","PHL",5571.04166666667,0.103340547230706
"SEA","Insular SEA","THA",4335,0.0991022086274654
"SEA","Continental SEA","KHM",5440.16666666667,0.102883334091654
"SEA","Continental SEA","PRK",5440.16666666667,0.102883334091654
"SEA","Continental SEA","LAO",5440.16666666667,0.102883334091654
"SEA","Continental SEA","MNG",3961,0.0978543653741716
"SEA","Continental SEA","TLS",5440.16666666667,0.102883334091654
"SEA","Continental SEA","VNM",6919.33333333333,0.108170753479831
"SAS","India","KAS",7339.08064516129,0.109720081336937
"SAS","India",NA,7339.08064516129,0.109720081336937
"SAS","India","IND",7339.08064516129,0.109720081336937
"SAS","Rest of South Asia","AFG",3565.81313131313,0.0965529010317217
"SAS","Rest of South Asia","BGD",3565.81313131313,0.0965529010317217
"SAS","Rest of South Asia","BTN",3565.81313131313,0.0965529010317217
"SAS","Rest of South Asia","MDV",3565.81313131313,0.0965529010317217
"SAS","Rest of South Asia","NPL",5161.66666666667,0.101917112718785
"SAS","Rest of South Asia","PAK",3688.27272727273,0.0969543341229858
"SAS","Rest of South Asia","LKA",1847.5,0.0910922945298508
"MNA","Mid. east, North Africa","DZA",1024,0.0885858707710728
"MNA","Mid. east, North Africa","BHR",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","EGY",5400.25,0.102744287798053
"MNA","Mid. east, North Africa","IRN",8718.875,0.114971118684177
"MNA","Mid. east, North Africa","IRQ",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","ISR",11264,0.12532518587691
"MNA","Mid. east, North Africa","PSX",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","JOR",4270.55555555556,0.098886061963714
"MNA","Mid. east, North Africa","KWT",3888.55555555556,0.0976144786710697
"MNA","Mid. east, North Africa","LBN",7323.5,0.109662177053371
"MNA","Mid. east, North Africa","LBY",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","MAR",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","SAH",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","OMN",2923.5,0.0944744065355245
"MNA","Mid. east, North Africa","QAT",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa",NA,5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","SAU",4411.2,0.0993583930960492
"MNA","Mid. east, North Africa","SYR",5079.43055555556,0.101633543847806
"MNA","Mid. east, North Africa","TUN",557,0.0871952655654102
"MNA","Mid. east, North Africa","ARE",6092.3,0.10518182000977
"MNA","Mid. east, North Africa","YEM",5079.43055555556,0.101633543847806
"MNA","Turkey","TUR",8815.2,0.115346947781593
"SSA","Congo basin","CMR",1281,0.089360588497348
"SSA","Congo basin","CAF",1281,0.089360588497348
"SSA","Congo basin","COG",1281,0.089360588497348
"SSA","Congo basin","GAB",1281,0.089360588497348
"SSA","Congo basin","GNQ",1281,0.089360588497348
"SSA","Congo basin","COD",1281,0.089360588497348
"SSA","East Africa","BDI",5930.87023809524,0.104608111979802
"SSA","East Africa","ETH",2580,0.0933812812224635
"SSA","East Africa","KEN",5084.16666666667,0.101649853607222
"SSA","East Africa","RWA",5930.87023809524,0.104608111979802
"SSA","East Africa","TZA",6727.71428571429,0.107470761138696
"SSA","East Africa","UGA",9331.6,0.117382821599446
"SSA","South Africa","ZAF",7221.56862745098,0.109284110038546
"SSA","Rest of South Africa","AGO",6949,0.10827953387819
"SSA","Rest of South Africa","BWA",9232.40909090909,0.116988999014593
"SSA","Rest of South Africa","COM",8043.39672459893,0.112369798553858
"SSA","Rest of South Africa","LSO",8043.39672459893,0.112369798553858
"SSA","Rest of South Africa","SYC",8043.39672459893,0.112369798553858
"SSA","Rest of South Africa","MDG",7976,0.112113499855886
"SSA","Rest of South Africa","MWI",8043.39672459893,0.112369798553858
"SSA","Rest of South Africa","MUS",6907,0.108125562334532
"SSA","Rest of South Africa","MOZ",8043.39672459893,0.112369798553858
"SSA","Rest of South Africa","NAM",8681.76470588235,0.114826653260516
"SSA","Rest of South Africa","SWZ",8426,0.113835919994224
"SSA","Rest of South Africa","ZMB",5617,0.103501584705276
"SSA","Rest of South Africa","ZWE",10558,0.122362994993941
"SSA","West Africa","BEN",5312.10166666667,0.102437895959284
"SSA","West Africa","BFA",5312.10166666667,0.102437895959284
"SSA","West Africa","CPV",5312.10166666667,0.102437895959284
"SSA","West Africa","TCD",5312.10166666667,0.102437895959284
"SSA","West Africa","CIV",2094,0.0918562483677062
"SSA","West Africa","DJI",10537,0.122275965058546
"SSA","West Africa","ERI",5312.10166666667,0.102437895959284
"SSA","West Africa","GMB",5312.10166666667,0.102437895959284
"SSA","West Africa","GHA",139,0.085969093842474
"SSA","West Africa","GIN",5312.10166666667,0.102437895959284
"SSA","West Africa","GNB",5312.10166666667,0.102437895959284
"SSA","West Africa","LBR",5312.10166666667,0.102437895959284
"SSA","West Africa","MLI",1321,0.0894817749542287
"SSA","West Africa","MRT",5312.10166666667,0.102437895959284
"SSA","West Africa","NER",8220.5,0.113046089504604
"SSA","West Africa","NGA",18066,0.157806421588354
"SSA","West Africa","SEN",5261.6,0.102262770767022
"SSA","West Africa","SLE",5312.10166666667,0.102437895959284
"SSA","West Africa","SOM",1563,0.0902184659387853
"SSA","West Africa","SDN",5779.91666666667,0.10407446702978
"SSA","West Africa","TGO",139,0.085969093842474
"SSA","West Africa","SOL",5312.10166666667,0.102437895959284
"SSA","West Africa","STP",5312.10166666667,0.102437895959284
"SSA","West Africa","SDS",5312.10166666667,0.102437895959284
